,definitive,month,n_obs,ssn,std,std_error,year,year_fraction
1829-01-01,True,1,14.0,105.4,13.0,3.474396144861517,1829,1829.0420000000001
1829-02-01,True,2,20.0,108.0,13.2,2.951609730299722,1829,1829.1229999999998
1829-03-01,True,3,26.0,108.3,13.2,2.588732983824029,1829,1829.204
1829-04-01,True,4,29.0,108.6,13.2,2.4511784639370844,1829,1829.2879999999998
1829-05-01,True,5,29.0,109.5,13.3,2.4697479977547903,1829,1829.371
1829-06-01,True,6,28.0,110.9,13.3,2.513463745511361,1829,1829.455
1829-07-01,True,7,28.0,112.3,13.4,2.532361969161822,1829,1829.5379999999998
1829-08-01,True,8,27.0,114.5,13.6,2.6173212203263034,1829,1829.6229999999998
1829-09-01,True,9,26.0,116.9,13.7,2.6867910513931212,1829,1829.707
1829-10-01,True,10,23.0,118.5,13.8,2.877498913987632,1829,1829.79
1829-11-01,True,11,19.0,119.2,13.8,3.1659371274137524,1829,1829.874
1829-12-01,True,12,22.0,118.6,13.8,2.942169885707424,1829,1829.9579999999999
1830-01-01,True,1,17.0,114.7,13.6,3.298484500494128,1830,1830.0420000000001
1830-02-01,True,2,18.0,109.5,13.3,3.134840063260361,1830,1830.1229999999998
1830-03-01,True,3,20.0,108.3,13.2,2.951609730299722,1830,1830.204
1830-04-01,True,4,26.0,110.9,13.3,2.608344597337848,1830,1830.2879999999998
1830-05-01,True,5,28.0,113.7,13.5,2.5512601928122836,1830,1830.371
1830-06-01,True,6,27.0,116.4,13.7,2.636566229299291,1830,1830.455
1830-07-01,True,7,26.0,117.9,13.8,2.70640266490694,1830,1830.5379999999998
1830-08-01,True,8,25.0,116.0,13.7,2.7399999999999998,1830,1830.6229999999998
1830-09-01,True,9,24.0,115.1,13.6,2.7760883751542687,1830,1830.707
1830-10-01,True,10,25.0,112.1,13.4,2.68,1830,1830.79
1830-11-01,True,11,19.0,106.6,13.1,3.0053461137043587,1830,1830.874
1830-12-01,True,12,13.0,102.4,12.8,3.5500812558414667,1830,1830.9579999999999
1831-01-01,True,1,22.0,100.3,12.7,2.7076490977162524,1831,1831.0420000000001
1831-02-01,True,2,21.0,100.7,12.7,2.771367205997103,1831,1831.1229999999998
1831-03-01,True,3,25.0,99.3,12.6,2.52,1831,1831.204
1831-04-01,True,4,27.0,95.0,12.3,2.3671361036774656,1831,1831.2879999999998
1831-05-01,True,5,31.0,89.7,12.0,2.155263624321299,1831,1831.371
1831-06-01,True,6,27.0,83.4,11.6,2.232421040866553,1831,1831.455
1831-07-01,True,7,29.0,78.6,11.2,2.0797877875829807,1831,1831.5379999999998
1831-08-01,True,8,28.0,77.8,11.2,2.116601048851672,1831,1831.6229999999998
1831-09-01,True,9,22.0,75.5,11.0,2.345207879911715,1831,1831.707
1831-10-01,True,10,23.0,70.9,10.7,2.2311042304107,1831,1831.79
1831-11-01,True,11,15.0,69.2,10.5,2.711088342345192,1831,1831.874
1831-12-01,True,12,15.0,69.0,10.5,2.711088342345192,1831,1831.9579999999999
1832-01-01,True,1,11.0,66.4,10.3,3.1055668491509656,1832,1832.0420000000001
1832-02-01,True,2,23.0,61.0,9.9,2.0642926991650405,1832,1832.124
1832-03-01,True,3,21.0,55.7,9.5,2.0730699572419278,1832,1832.2060000000001
1832-04-01,True,4,27.0,51.9,9.1,1.7512958165418646,1832,1832.29
1832-05-01,True,5,28.0,48.1,8.8,1.6630436812405998,1832,1832.3729999999998
1832-06-01,True,6,22.0,46.0,8.6,1.8335261606582496,1832,1832.4560000000001
1832-07-01,True,7,25.0,44.5,8.5,1.7,1832,1832.54
1832-08-01,True,8,31.0,40.3,8.1,1.4548029464168768,1832,1832.624
1832-09-01,True,9,29.0,34.5,7.5,1.392715036327889,1832,1832.7079999999999
1832-10-01,True,10,25.0,29.8,7.0,1.4,1832,1832.7910000000002
1832-11-01,True,11,18.0,26.2,6.6,1.5556349186104046,1832,1832.874
1832-12-01,True,12,17.0,22.4,6.1,1.4794673127216311,1832,1832.9579999999999
1833-01-01,True,1,22.0,20.1,5.8,1.2365641548625403,1833,1833.0420000000001
1833-02-01,True,2,21.0,19.4,5.8,1.2656637633687557,1833,1833.1229999999998
1833-03-01,True,3,19.0,19.5,5.8,1.330611256449258,1833,1833.204
1833-04-01,True,4,27.0,18.7,5.7,1.096965511460289,1833,1833.2879999999998
1833-05-01,True,5,28.0,17.2,5.5,1.0394023007753748,1833,1833.371
1833-06-01,True,6,30.0,15.4,5.2,0.949385766342288,1833,1833.455
1833-07-01,True,7,27.0,13.8,4.9,0.9430054396763888,1833,1833.5379999999998
1833-08-01,True,8,30.0,13.5,4.9,0.8946135105917714,1833,1833.6229999999998
1833-09-01,True,9,16.0,13.2,4.8,1.2,1833,1833.707
1833-10-01,True,10,29.0,12.6,4.7,0.8727680894321438,1833,1833.79
1833-11-01,True,11,24.0,12.2,4.7,0.9593834825900782,1833,1833.874
1833-12-01,True,12,19.0,12.4,4.7,1.0782539491916403,1833,1833.9579999999999
1834-01-01,True,1,11.0,13.0,4.8,1.4472544539732652,1834,1834.0420000000001
1834-02-01,True,2,20.0,13.0,4.8,1.073312629199899,1834,1834.1229999999998
1834-03-01,True,3,24.0,12.9,4.8,0.9797958971132713,1834,1834.204
1834-04-01,True,4,25.0,14.1,5.0,1.0,1834,1834.2879999999998
1834-05-01,True,5,30.0,17.0,5.4,0.9859006035092991,1834,1834.371
1834-06-01,True,6,28.0,20.4,5.9,1.1149951953772204,1834,1834.455
1834-07-01,True,7,22.0,22.3,6.1,1.3005243697692235,1834,1834.5379999999998
1834-08-01,True,8,29.0,22.9,6.2,1.1513110966977216,1834,1834.6229999999998
1834-09-01,True,9,21.0,24.4,6.4,1.3965944975103515,1834,1834.707
1834-10-01,True,10,20.0,29.7,7.0,1.5652475842498528,1834,1834.79
1834-11-01,True,11,15.0,36.2,7.7,1.9881314510531407,1834,1834.874
1834-12-01,True,12,15.0,40.4,8.1,2.091411006952005,1834,1834.9579999999999
1835-01-01,True,1,22.0,45.7,8.6,1.8335261606582496,1835,1835.0420000000001
1835-02-01,True,2,15.0,53.1,9.3,2.4012496746485987,1835,1835.1229999999998
1835-03-01,True,3,18.0,63.1,10.1,2.3805928299947103,1835,1835.204
1835-04-01,True,4,14.0,74.2,10.9,2.913147536845426,1835,1835.2879999999998
1835-05-01,True,5,22.0,83.9,11.6,2.4731283097250807,1835,1835.371
1835-06-01,True,6,17.0,91.7,12.2,2.9589346254432622,1835,1835.455
1835-07-01,True,7,13.0,100.4,12.7,3.522346246030205,1835,1835.5379999999998
1835-08-01,True,8,2.0,111.8,13.4,9.475230867899736,1835,1835.6229999999998
1835-09-01,True,9,11.0,123.0,14.1,4.251309958546467,1835,1835.707
1835-10-01,True,10,16.0,134.1,14.7,3.675,1835,1835.79
1835-11-01,True,11,15.0,144.5,15.2,3.9246231241568488,1835,1835.874
1835-12-01,True,12,8.0,155.6,15.8,5.586143571373725,1835,1835.9579999999999
1836-01-01,True,1,17.0,165.9,16.3,3.9533306880922274,1836,1836.0420000000001
1836-02-01,True,2,14.0,173.2,16.7,4.463262739937487,1836,1836.124
1836-03-01,True,3,12.0,176.2,16.8,4.849742261192857,1836,1836.2060000000001
1836-04-01,True,4,16.0,178.7,17.0,4.25,1836,1836.29
1836-05-01,True,5,23.0,183.1,17.2,3.5864479217816863,1836,1836.3729999999998
1836-06-01,True,6,15.0,193.5,17.6,4.544300459550036,1836,1836.4560000000001
1836-07-01,True,7,15.0,209.3,18.4,4.750859571347764,1836,1836.54
1836-08-01,True,8,16.0,221.0,18.9,4.725,1836,1836.624
1836-09-01,True,9,12.0,228.2,19.2,5.542562584220407,1836,1836.7079999999999
1836-10-01,True,10,11.0,230.4,19.3,5.819168950350838,1836,1836.7910000000002
1836-11-01,True,11,11.0,230.1,19.2,5.789017815893061,1836,1836.874
1836-12-01,True,12,4.0,232.4,19.3,9.65,1836,1836.9579999999999
1837-01-01,True,1,10.0,237.9,19.6,6.1980642139300235,1837,1837.0420000000001
1837-02-01,True,2,13.0,243.0,19.8,5.491531942629769,1837,1837.1229999999998
1837-03-01,True,3,12.0,244.9,19.8,5.715767664977296,1837,1837.204
1837-04-01,True,4,10.0,244.0,19.8,6.261309767133391,1837,1837.2879999999998
1837-05-01,True,5,15.0,242.1,19.7,5.086518128019073,1837,1837.371
1837-06-01,True,6,18.0,235.8,19.5,4.59619407771256,1837,1837.455
1837-07-01,True,7,9.0,227.5,19.1,6.366666666666667,1837,1837.5379999999998
1837-08-01,True,8,11.0,218.2,18.7,5.638262143604179,1837,1837.6229999999998
1837-09-01,True,9,19.0,212.3,18.5,4.244191076605392,1837,1837.707
1837-10-01,True,10,18.0,211.9,18.5,4.360491817317043,1837,1837.79
1837-11-01,True,11,7.0,212.9,18.5,6.992342750670703,1837,1837.874
1837-12-01,True,12,8.0,210.3,18.4,6.505382386916236,1837,1837.9579999999999
1838-01-01,True,1,11.0,202.1,18.0,5.4272042023997455,1838,1838.0420000000001
1838-02-01,True,2,18.0,194.5,17.7,4.17193000900063,1838,1838.1229999999998
1838-03-01,True,3,12.0,189.1,17.4,5.022947341949744,1838,1838.204
1838-04-01,True,4,16.0,185.3,17.2,4.3,1838,1838.2879999999998
1838-05-01,True,5,20.0,180.9,17.0,3.801315561749642,1838,1838.371
1838-06-01,True,6,19.0,175.4,16.8,3.8541843290254376,1838,1838.455
1838-07-01,True,7,21.0,169.2,16.5,3.6005951888938745,1838,1838.5379999999998
1838-08-01,True,8,15.0,167.7,16.4,4.234461791853442,1838,1838.6229999999998
1838-09-01,True,9,23.0,164.6,16.3,3.3987849491303193,1838,1838.707
1838-10-01,True,10,16.0,155.7,15.8,3.95,1838,1838.79
1838-11-01,True,11,16.0,145.4,15.3,3.825,1838,1838.874
1838-12-01,True,12,14.0,136.8,14.8,3.955466380303881,1838,1838.9579999999999
1839-01-01,True,1,15.0,132.4,14.6,3.769703790308552,1839,1839.0420000000001
1839-02-01,True,2,12.0,134.4,14.7,4.243524478543749,1839,1839.1229999999998
1839-03-01,True,3,15.0,142.1,15.1,3.898803235182133,1839,1839.204
1839-04-01,True,4,14.0,146.2,15.3,4.089097001260093,1839,1839.2879999999998
1839-05-01,True,5,22.0,145.6,15.3,3.2619709602408395,1839,1839.371
1839-06-01,True,6,20.0,143.9,15.2,3.39882332579968,1839,1839.455
1839-07-01,True,7,25.0,141.1,15.1,3.02,1839,1839.5379999999998
1839-08-01,True,8,17.0,138.4,14.9,3.6137808130413616,1839,1839.6229999999998
1839-09-01,True,9,18.0,136.7,14.8,3.488393453853635,1839,1839.707
1839-10-01,True,10,16.0,136.3,14.8,3.7,1839,1839.79
1839-11-01,True,11,11.0,137.6,14.9,4.492519034208678,1839,1839.874
1839-12-01,True,12,9.0,138.3,14.9,4.966666666666667,1839,1839.9579999999999
1840-01-01,True,1,18.0,136.2,14.8,3.488393453853635,1840,1840.0420000000001
1840-02-01,True,2,14.0,129.4,14.4,3.8485618835389115,1840,1840.124
1840-03-01,True,3,18.0,120.2,13.9,3.2762614194976707,1840,1840.2060000000001
1840-04-01,True,4,21.0,113.6,13.5,2.9459415181858972,1840,1840.29
1840-05-01,True,5,22.0,110.1,13.3,2.8355695275296187,1840,1840.3729999999998
1840-06-01,True,6,27.0,108.4,13.2,2.5403411844343533,1840,1840.4560000000001
1840-07-01,True,7,23.0,103.8,12.9,2.689835941336265,1840,1840.54
1840-08-01,True,8,24.0,95.8,12.4,2.531139400875951,1840,1840.624
1840-09-01,True,9,20.0,89.1,12.0,2.6832815729997477,1840,1840.7079999999999
1840-10-01,True,10,19.0,84.7,11.7,2.6841640862855725,1840,1840.7910000000002
1840-11-01,True,11,20.0,82.8,11.5,2.571478174124758,1840,1840.874
1840-12-01,True,12,22.0,83.2,11.6,2.4731283097250807,1840,1840.9579999999999
1841-01-01,True,1,15.0,81.6,11.4,2.943467343117637,1841,1841.0420000000001
1841-02-01,True,2,20.0,78.2,11.2,2.504396134799764,1841,1841.1229999999998
1841-03-01,True,3,22.0,74.4,10.9,2.3238878082761536,1841,1841.204
1841-04-01,True,4,28.0,69.9,10.6,2.003211706948904,1841,1841.2879999999998
1841-05-01,True,5,27.0,65.7,10.3,1.9822359242177152,1841,1841.371
1841-06-01,True,6,24.0,62.2,10.0,2.041241452319315,1841,1841.455
1841-07-01,True,7,27.0,61.0,9.9,1.905255888325765,1841,1841.5379999999998
1841-08-01,True,8,28.0,60.2,9.9,1.8709241413956748,1841,1841.6229999999998
1841-09-01,True,9,28.0,59.0,9.8,1.8520259177452134,1841,1841.707
1841-10-01,True,10,19.0,57.6,9.7,2.225332618544449,1841,1841.79
1841-11-01,True,11,20.0,53.7,9.3,2.0795432190748047,1841,1841.874
1841-12-01,True,12,19.0,48.3,8.8,2.0188584580609437,1841,1841.9579999999999
1842-01-01,True,1,20.0,44.6,8.5,1.900657780874821,1842,1842.0420000000001
1842-02-01,True,2,22.0,42.4,8.3,1.7695659457515667,1842,1842.1229999999998
1842-03-01,True,3,25.0,40.3,8.1,1.6199999999999999,1842,1842.204
1842-04-01,True,4,30.0,39.7,8.0,1.4605934866804429,1842,1842.2879999999998
1842-05-01,True,5,31.0,41.8,8.2,1.472763476619554,1842,1842.371
1842-06-01,True,6,30.0,41.8,8.2,1.4971083238474538,1842,1842.455
1842-07-01,True,7,31.0,39.8,8.0,1.4368424162141993,1842,1842.5379999999998
1842-08-01,True,8,31.0,38.0,7.9,1.418881886011522,1842,1842.6229999999998
1842-09-01,True,9,28.0,35.8,7.7,1.4551632210855248,1842,1842.707
1842-10-01,True,10,23.0,33.7,7.4,1.5430066640223534,1842,1842.79
1842-11-01,True,11,25.0,32.2,7.3,1.46,1842,1842.874
1842-12-01,True,12,15.0,31.3,7.2,1.85903200617956,1842,1842.9579999999999
1843-01-01,True,1,22.0,30.4,7.1,1.513725086124834,1843,1843.0420000000001
1843-02-01,True,2,14.0,29.1,6.9,1.8441025691957285,1843,1843.1229999999998
1843-03-01,True,3,29.0,27.1,6.7,1.2441587657862476,1843,1843.204
1843-04-01,True,4,29.0,23.8,6.3,1.1698806305154268,1843,1843.2879999999998
1843-05-01,True,5,30.0,20.1,5.8,1.0589302778433212,1843,1843.371
1843-06-01,True,6,30.0,18.2,5.6,1.02241544067631,1843,1843.455
1843-07-01,True,7,31.0,17.6,5.5,0.987829161147262,1843,1843.5379999999998
1843-08-01,True,8,31.0,18.1,5.6,1.0057896913499396,1843,1843.6229999999998
1843-09-01,True,9,30.0,19.3,5.7,1.0406728592598156,1843,1843.707
1843-10-01,True,10,31.0,20.4,5.9,1.059671281957972,1843,1843.79
1843-11-01,True,11,27.0,20.5,5.9,1.135455529406264,1843,1843.874
1843-12-01,True,12,16.0,19.4,5.7,1.425,1843,1843.9579999999999
1844-01-01,True,1,24.0,19.7,5.8,1.1839200423452028,1844,1844.0420000000001
1844-02-01,True,2,22.0,21.4,6.0,1.2792042981336627,1844,1844.124
1844-03-01,True,3,21.0,22.4,6.1,1.3311291304395536,1844,1844.2060000000001
1844-04-01,True,4,28.0,23.7,6.3,1.1905880899790657,1844,1844.29
1844-05-01,True,5,25.0,24.3,6.4,1.28,1844,1844.3729999999998
1844-06-01,True,6,29.0,24.3,6.4,1.188450164333132,1844,1844.4560000000001
1844-07-01,True,7,29.0,26.0,6.6,1.2255892319685422,1844,1844.54
1844-08-01,True,8,28.0,29.2,7.0,1.3228756555322951,1844,1844.624
1844-09-01,True,9,27.0,33.3,7.4,1.424130664001077,1844,1844.7079999999999
1844-10-01,True,10,25.0,37.9,7.9,1.58,1844,1844.7910000000002
1844-11-01,True,11,16.0,42.9,8.4,2.1,1844,1844.874
1844-12-01,True,12,20.0,47.3,8.8,1.967739820199815,1844,1844.9579999999999
1845-01-01,True,1,17.0,49.9,9.0,2.182820625326997,1845,1845.0420000000001
1845-02-01,True,2,17.0,51.1,9.1,2.20707418783063,1845,1845.1229999999998
1845-03-01,True,3,22.0,53.3,9.3,1.9827666621071771,1845,1845.204
1845-04-01,True,4,25.0,56.2,9.5,1.9,1845,1845.2879999999998
1845-05-01,True,5,27.0,59.5,9.8,1.8860108793527777,1845,1845.371
1845-06-01,True,6,25.0,64.1,10.2,2.04,1845,1845.455
1845-07-01,True,7,24.0,67.7,10.4,2.122891110412088,1845,1845.5379999999998
1845-08-01,True,8,27.0,69.1,10.5,2.0207259421636903,1845,1845.6229999999998
1845-09-01,True,9,26.0,71.0,10.7,2.098442645978569,1845,1845.707
1845-10-01,True,10,19.0,73.3,10.9,2.500631499189123,1845,1845.79
1845-11-01,True,11,23.0,75.0,11.0,2.2936585546278225,1845,1845.874
1845-12-01,True,12,13.0,78.2,11.2,3.106321098861283,1845,1845.9579999999999
1846-01-01,True,1,19.0,81.7,11.5,2.63828093951146,1846,1846.0420000000001
1846-02-01,True,2,21.0,84.4,11.6,2.5313275267375115,1846,1846.1229999999998
1846-03-01,True,3,22.0,91.3,12.1,2.579728667902886,1846,1846.204
1846-04-01,True,4,19.0,97.8,12.5,2.8676966733820217,1846,1846.2879999999998
1846-05-01,True,5,21.0,100.3,12.7,2.771367205997103,1846,1846.371
1846-06-01,True,6,28.0,102.1,12.8,2.418972627259054,1846,1846.455
1846-07-01,True,7,26.0,104.2,12.9,2.5298981432825745,1846,1846.5379999999998
1846-08-01,True,8,26.0,105.4,13.0,2.5495097567963927,1846,1846.6229999999998
1846-09-01,True,9,23.0,106.5,13.1,2.7315388241476795,1846,1846.707
1846-10-01,True,10,16.0,106.3,13.0,3.25,1846,1846.79
1846-11-01,True,11,16.0,105.7,13.0,3.25,1846,1846.874
1846-12-01,True,12,10.0,108.2,13.1,4.142583734820577,1846,1846.9579999999999
1847-01-01,True,1,11.0,110.0,13.3,4.010100882884257,1847,1847.0420000000001
1847-02-01,True,2,10.0,116.4,13.6,4.3006976178289955,1847,1847.1229999999998
1847-03-01,True,3,19.0,126.1,14.2,3.2577034209619766,1847,1847.204
1847-04-01,True,4,20.0,138.4,14.9,3.3317412864746867,1847,1847.2879999999998
1847-05-01,True,5,26.0,152.5,15.6,3.059411708155671,1847,1847.371
1847-06-01,True,6,25.0,161.0,16.1,3.22,1847,1847.455
1847-07-01,True,7,25.0,170.8,16.5,3.3,1847,1847.5379999999998
1847-08-01,True,8,28.0,182.1,17.1,3.231596244228893,1847,1847.6229999999998
1847-09-01,True,9,15.0,188.4,17.4,4.492660681600603,1847,1847.707
1847-10-01,True,10,19.0,194.3,17.7,4.060658489508943,1847,1847.79
1847-11-01,True,11,20.0,200.5,17.9,4.002561679724623,1847,1847.874
1847-12-01,True,12,14.0,205.4,18.2,4.864154602806123,1847,1847.9579999999999
1848-01-01,True,1,14.0,214.5,18.6,4.971059099571094,1848,1848.0420000000001
1848-02-01,True,2,13.0,219.9,18.8,5.214181844517154,1848,1848.124
1848-03-01,True,3,17.0,215.2,18.6,4.5111626256757935,1848,1848.2060000000001
1848-04-01,True,4,18.0,207.6,18.3,4.31335136523794,1848,1848.29
1848-05-01,True,5,27.0,202.6,18.0,3.4641016151377544,1848,1848.3729999999998
1848-06-01,True,6,24.0,204.4,18.1,3.694647028697961,1848,1848.4560000000001
1848-07-01,True,7,27.0,209.2,18.3,3.521836642056717,1848,1848.54
1848-08-01,True,8,21.0,213.3,18.4,4.01520918034226,1848,1848.624
1848-09-01,True,9,20.0,216.0,18.5,4.13672575837461,1848,1848.7079999999999
1848-10-01,True,10,13.0,216.7,18.5,5.130976815083369,1848,1848.7910000000002
1848-11-01,True,11,16.0,216.7,18.5,4.625,1848,1848.874
1848-12-01,True,12,24.0,213.4,18.3,3.735471857744347,1848,1848.9579999999999
1849-01-01,True,1,31.0,207.4,18.0,3.2328954364819484,1849,1849.0420000000001
1849-02-01,True,2,28.0,200.1,17.6,3.3260873624811995,1849,1849.1229999999998
1849-03-01,True,3,31.0,196.7,17.4,3.1251322552658833,1849,1849.204
1849-04-01,True,4,30.0,193.6,17.2,3.140275996362952,1849,1849.2879999999998
1849-05-01,True,5,31.0,189.9,17.0,3.0532901344551737,1849,1849.371
1849-06-01,True,6,30.0,186.4,16.8,3.0672463220289305,1849,1849.455
1849-07-01,True,7,31.0,176.8,16.3,2.9275664230364313,1849,1849.5379999999998
1849-08-01,True,8,31.0,167.2,15.8,2.837763772023044,1849,1849.6229999999998
1849-09-01,True,9,30.0,162.7,15.6,2.8481572990268638,1849,1849.707
1849-10-01,True,10,31.0,157.0,15.3,2.747961121009656,1849,1849.79
1849-11-01,True,11,30.0,150.9,15.0,2.7386127875258306,1849,1849.874
1849-12-01,True,12,31.0,148.5,14.9,2.676119000198946,1849,1849.9579999999999
1850-01-01,True,1,31.0,144.6,14.7,2.640197939793591,1850,1850.0420000000001
1850-02-01,True,2,28.0,141.0,14.5,2.7402424293168974,1850,1850.1229999999998
1850-03-01,True,3,31.0,139.9,14.4,2.5863163491855587,1850,1850.204
1850-04-01,True,4,30.0,139.3,14.4,2.6290682760247974,1850,1850.2879999999998
1850-05-01,True,5,31.0,135.7,14.2,2.5503952887802037,1850,1850.371
1850-06-01,True,6,30.0,129.4,13.9,2.5377811831072696,1850,1850.455
1850-07-01,True,7,31.0,126.3,13.7,2.4605926377668164,1850,1850.5379999999998
1850-08-01,True,8,31.0,127.4,13.8,2.478553167969494,1850,1850.6229999999998
1850-09-01,True,9,30.0,127.3,13.7,2.5012663459402584,1850,1850.707
1850-10-01,True,10,31.0,126.8,13.7,2.4605926377668164,1850,1850.79
1850-11-01,True,11,30.0,127.9,13.8,2.5195237645237643,1850,1850.874
1850-12-01,True,12,31.0,127.4,13.8,2.478553167969494,1850,1850.9579999999999
1851-01-01,True,1,31.0,126.6,13.7,2.4605926377668164,1851,1851.0420000000001
1851-02-01,True,2,28.0,126.1,13.7,2.5890566401132062,1851,1851.1229999999998
1851-03-01,True,3,31.0,124.3,13.6,2.4426321075641386,1851,1851.204
1851-04-01,True,4,30.0,122.2,13.5,2.4647515087732477,1851,1851.2879999999998
1851-05-01,True,5,31.0,121.2,13.4,2.406711047158784,1851,1851.371
1851-06-01,True,6,30.0,121.7,13.4,2.446494090189742,1851,1851.455
1851-07-01,True,7,31.0,121.9,13.4,2.406711047158784,1851,1851.5379999999998
1851-08-01,True,8,31.0,118.3,13.2,2.3707899867534286,1851,1851.6229999999998
1851-09-01,True,9,30.0,114.9,13.0,2.37346441585572,1851,1851.707
1851-10-01,True,10,31.0,115.4,13.1,2.3528294565507513,1851,1851.79
1851-11-01,True,11,30.0,115.5,13.1,2.3917218344392253,1851,1851.874
1851-12-01,True,12,31.0,113.6,13.0,2.334868926348074,1851,1851.9579999999999
1852-01-01,True,1,31.0,112.8,12.9,2.3169083961453962,1852,1852.0420000000001
1852-02-01,True,2,29.0,111.8,12.9,2.3954698624839694,1852,1852.124
1852-03-01,True,3,31.0,108.0,12.6,2.263026805537364,1852,1852.2060000000001
1852-04-01,True,4,30.0,106.0,12.5,2.282177322938192,1852,1852.29
1852-05-01,True,5,31.0,106.6,12.6,2.263026805537364,1852,1852.3729999999998
1852-06-01,True,6,30.0,104.8,12.4,2.2639199043546867,1852,1852.4560000000001
1852-07-01,True,7,31.0,100.6,12.2,2.191184684726654,1852,1852.54
1852-08-01,True,8,31.0,96.6,11.9,2.1373030941186215,1852,1852.624
1852-09-01,True,9,30.0,92.9,11.7,2.1361179742701477,1852,1852.7079999999999
1852-10-01,True,10,31.0,89.6,11.5,2.0654609733079115,1852,1852.7910000000002
1852-11-01,True,11,30.0,86.6,11.3,2.0630882999361257,1852,1852.874
1852-12-01,True,12,31.0,84.5,11.1,1.9936188524972014,1852,1852.9579999999999
1853-01-01,True,1,31.0,84.2,11.1,1.9936188524972014,1853,1853.0420000000001
1853-02-01,True,2,28.0,85.4,11.2,2.116601048851672,1853,1853.1229999999998
1853-03-01,True,3,31.0,85.9,11.2,2.011579382699879,1853,1853.204
1853-04-01,True,4,30.0,83.6,11.1,2.0265734627691145,1853,1853.2879999999998
1853-05-01,True,5,31.0,79.6,10.8,1.9397372618891693,1853,1853.371
1853-06-01,True,6,30.0,75.9,10.5,1.9170289512680814,1853,1853.455
1853-07-01,True,7,31.0,72.1,10.3,1.8499346108757817,1853,1853.5379999999998
1853-08-01,True,8,31.0,68.3,10.0,1.7960530202677492,1853,1853.6229999999998
1853-09-01,True,9,30.0,65.1,9.8,1.7892270211835428,1853,1853.707
1853-10-01,True,10,31.0,62.1,9.5,1.7062503692543616,1853,1853.79
1853-11-01,True,11,30.0,59.6,9.3,1.697939928266015,1853,1853.874
1853-12-01,True,12,31.0,57.3,9.2,1.652368778646329,1853,1853.9579999999999
1854-01-01,True,1,31.0,53.6,8.9,1.5984871880382967,1854,1854.0420000000001
1854-02-01,True,2,28.0,48.7,8.4,1.5874507866387544,1854,1854.1229999999998
1854-03-01,True,3,31.0,45.1,8.1,1.4548029464168768,1854,1854.204
1854-04-01,True,4,30.0,41.9,7.8,1.4240786495134319,1854,1854.2879999999998
1854-05-01,True,5,31.0,39.5,7.6,1.3650002954034892,1854,1854.371
1854-06-01,True,6,30.0,39.3,7.6,1.3875638123464207,1854,1854.455
1854-07-01,True,7,31.0,38.9,7.5,1.347039765200812,1854,1854.5379999999998
1854-08-01,True,8,31.0,38.0,7.4,1.3290792349981344,1854,1854.6229999999998
1854-09-01,True,9,30.0,37.0,7.3,1.332791556595904,1854,1854.707
1854-10-01,True,10,31.0,35.0,7.1,1.2751976443901019,1854,1854.79
1854-11-01,True,11,30.0,32.1,6.8,1.2415044636783765,1854,1854.874
1854-12-01,True,12,31.0,29.6,6.6,1.1853949933767143,1854,1854.9579999999999
1855-01-01,True,1,31.0,26.9,6.2,1.1135528725660044,1855,1855.0420000000001
1855-02-01,True,2,28.0,24.5,6.0,1.1338934190276817,1855,1855.1229999999998
1855-03-01,True,3,31.0,21.7,5.6,1.0057896913499396,1855,1855.204
1855-04-01,True,4,30.0,19.7,5.3,0.9676431849257934,1855,1855.2879999999998
1855-05-01,True,5,31.0,17.5,5.0,0.8980265101338746,1855,1855.371
1855-06-01,True,6,30.0,14.2,4.5,0.8215838362577491,1855,1855.455
1855-07-01,True,7,31.0,11.8,4.1,0.736381738309777,1855,1855.5379999999998
1855-08-01,True,8,31.0,10.3,3.9,0.7004606779044221,1855,1855.6229999999998
1855-09-01,True,9,30.0,8.5,3.5,0.6390096504226938,1855,1855.707
1855-10-01,True,10,31.0,7.3,3.2,0.5747369664856797,1855,1855.79
1855-11-01,True,11,30.0,6.7,3.1,0.5659799760886717,1855,1855.874
1855-12-01,True,12,31.0,6.0,2.9,0.5208553758776472,1855,1855.9579999999999
1856-01-01,True,1,31.0,6.3,3.0,0.5388159060803247,1856,1856.0420000000001
1856-02-01,True,2,29.0,6.9,3.2,0.594225082166566,1856,1856.124
1856-03-01,True,3,31.0,7.5,3.3,0.5926974966883571,1856,1856.2060000000001
1856-04-01,True,4,30.0,7.4,3.3,0.6024948132556827,1856,1856.29
1856-05-01,True,5,31.0,7.3,3.2,0.5747369664856797,1856,1856.3729999999998
1856-06-01,True,6,30.0,7.9,3.4,0.6207522318391883,1856,1856.4560000000001
1856-07-01,True,7,31.0,9.3,3.7,0.6645396174990672,1856,1856.54
1856-08-01,True,8,31.0,10.5,3.9,0.7004606779044221,1856,1856.624
1856-09-01,True,9,30.0,11.1,4.0,0.7302967433402214,1856,1856.7079999999999
1856-10-01,True,10,31.0,11.8,4.1,0.736381738309777,1856,1856.7910000000002
1856-11-01,True,11,30.0,14.5,4.6,0.8398412548412546,1856,1856.874
1856-12-01,True,12,31.0,17.6,5.0,0.8980265101338746,1856,1856.9579999999999
1857-01-01,True,1,31.0,19.8,5.3,0.951908100741907,1857,1857.0420000000001
1857-02-01,True,2,28.0,22.1,5.6,1.058300524425836,1857,1857.1229999999998
