,definitive,month,n_obs,ssn,std,std_error,year,year_fraction
1820-11-01,True,11,13.0,13.2,4.8,1.33128047094055,1820,1820.874
1820-12-01,True,12,16.0,15.1,5.2,1.3,1820,1820.9579999999999
1821-01-01,True,1,8.0,36.0,7.6,2.68700576850888,1821,1821.0420000000001
1821-02-01,True,2,24.0,7.0,3.8,0.7756717518813397,1821,1821.1229999999998
1821-03-01,True,3,29.0,9.5,4.2,0.7799204203436179,1821,1821.204
1821-04-01,True,4,18.0,15.2,5.2,1.2256517540566825,1821,1821.2879999999998
1821-05-01,True,5,31.0,2.8,2.8,0.5028948456749698,1821,1821.371
1821-06-01,True,6,29.0,3.0,2.9,0.5385164807134504,1821,1821.455
1821-07-01,True,7,24.0,4.3,3.2,0.6531972647421809,1821,1821.5379999999998
1821-08-01,True,8,26.0,8.0,3.9,0.7648529270389177,1821,1821.6229999999998
1821-09-01,True,9,29.0,7.3,3.9,0.7242118188905022,1821,1821.707
1821-10-01,True,10,28.0,31.4,7.2,1.360672102833218,1821,1821.79
1821-11-01,True,11,27.0,7.3,3.9,0.7505553499465134,1821,1821.874
1821-12-01,True,12,31.0,0.4,2.1,0.37717113425622734,1821,1821.9579999999999
1822-01-01,True,1,31.0,0.0,2.0,0.3592106040535498,1822,1822.0420000000001
1822-02-01,True,2,28.0,1.5,2.5,0.472455591261534,1822,1822.1229999999998
1822-03-01,True,3,28.0,26.9,6.6,1.2472827609304498,1822,1822.204
1822-04-01,True,4,26.0,21.7,6.0,1.1766968108291043,1822,1822.2879999999998
1822-05-01,True,5,30.0,2.4,2.8,0.511207720338155,1822,1822.371
1822-06-01,True,6,29.0,9.3,4.2,0.7799204203436179,1822,1822.455
1822-07-01,True,7,29.0,13.2,4.9,0.9099071570675542,1822,1822.5379999999998
1822-08-01,True,8,31.0,3.4,3.0,0.5388159060803247,1822,1822.6229999999998
1822-09-01,True,9,30.0,0.0,2.0,0.3651483716701107,1822,1822.707
1822-10-01,True,10,31.0,0.6,2.2,0.39513166445890485,1822,1822.79
1822-11-01,True,11,30.0,0.0,2.0,0.3651483716701107,1822,1822.874
1822-12-01,True,12,30.0,0.0,2.0,0.3651483716701107,1822,1822.9579999999999
1823-01-01,True,1,31.0,0.0,2.0,0.3592106040535498,1823,1823.0420000000001
1823-02-01,True,2,28.0,0.0,2.0,0.3779644730092272,1823,1823.1229999999998
1823-03-01,True,3,29.0,1.0,2.3,0.4270992778072193,1823,1823.204
1823-04-01,True,4,30.0,0.0,2.0,0.3651483716701107,1823,1823.2879999999998
1823-05-01,True,5,25.0,0.0,2.0,0.4,1823,1823.371
1823-06-01,True,6,23.0,0.0,2.0,0.41702882811414954,1823,1823.455
1823-07-01,True,7,24.0,0.8,2.2,0.4490731195102494,1823,1823.5379999999998
1823-08-01,True,8,27.0,0.0,2.0,0.3849001794597505,1823,1823.6229999999998
1823-09-01,True,9,27.0,0.0,2.0,0.3849001794597505,1823,1823.707
1823-10-01,True,10,20.0,0.0,2.0,0.4472135954999579,1823,1823.79
1823-11-01,True,11,20.0,0.0,2.0,0.4472135954999579,1823,1823.874
1823-12-01,True,12,18.0,34.0,7.4,1.7441967269268175,1823,1823.9579999999999
1824-01-01,True,1,3.0,36.0,7.6,4.387862045841156,1824,1824.0420000000001
1824-02-01,True,2,0.0,18.0,4.8,NaN,1824,1824.124
1824-03-01,True,3,21.0,0.0,2.0,0.4364357804719848,1824,1824.2060000000001
1824-04-01,True,4,8.0,32.3,7.2,2.545584412271571,1824,1824.29
1824-05-01,True,5,19.0,4.6,3.3,0.7570719217728538,1824,1824.3729999999998
1824-06-01,True,6,25.0,0.0,2.0,0.4,1824,1824.4560000000001
1824-07-01,True,7,21.0,0.0,2.0,0.4364357804719848,1824,1824.54
1824-08-01,True,8,15.0,2.3,2.7,0.6971370023173351,1824,1824.624
1824-09-01,True,9,19.0,34.3,7.5,1.7206180040292132,1824,1824.7079999999999
1824-10-01,True,10,25.0,42.0,8.2,1.64,1824,1824.7910000000002
1824-11-01,True,11,18.0,0.0,2.0,0.47140452079103173,1824,1824.874
1824-12-01,True,12,20.0,1.4,2.4,0.5366563145999494,1824,1824.9579999999999
1825-01-01,True,1,29.0,8.4,4.1,0.7613508865259127,1825,1825.0420000000001
1825-02-01,True,2,24.0,25.9,6.6,1.347219358530748,1825,1825.1229999999998
1825-03-01,True,3,27.0,37.4,7.8,1.5011106998930268,1825,1825.204
1825-04-01,True,4,25.0,6.2,3.6,0.72,1825,1825.2879999999998
1825-05-01,True,5,25.0,25.8,6.4,1.28,1825,1825.371
1825-06-01,True,6,28.0,25.6,6.5,1.2283845372799884,1825,1825.455
1825-07-01,True,7,30.0,51.5,9.1,1.6614250910990038,1825,1825.5379999999998
1825-08-01,True,8,30.0,42.8,8.3,1.5153657424309597,1825,1825.6229999999998
1825-09-01,True,9,26.0,26.2,6.6,1.2943664919120146,1825,1825.707
1825-10-01,True,10,25.0,26.0,6.6,1.3199999999999998,1825,1825.79
1825-11-01,True,11,18.0,19.6,5.7,1.3435028842544405,1825,1825.874
1825-12-01,True,12,23.0,36.7,7.7,1.605560988239476,1825,1825.9579999999999
1826-01-01,True,1,21.0,29.4,6.9,1.5057034426283475,1826,1826.0420000000001
1826-02-01,True,2,25.0,30.2,7.0,1.4,1826,1826.1229999999998
1826-03-01,True,3,28.0,61.3,9.9,1.8709241413956748,1826,1826.204
1826-04-01,True,4,27.0,40.0,8.1,1.5588457268119895,1826,1826.2879999999998
1826-05-01,True,5,30.0,53.9,9.3,1.697939928266015,1826,1826.371
1826-06-01,True,6,29.0,61.7,10.0,1.8569533817705188,1826,1826.455
1826-07-01,True,7,30.0,87.5,11.9,2.172632811437159,1826,1826.5379999999998
1826-08-01,True,8,31.0,66.0,10.4,1.8678951410784592,1826,1826.6229999999998
1826-09-01,True,9,30.0,31.6,7.2,1.3145341380123987,1826,1826.707
1826-10-01,True,10,28.0,84.4,11.6,2.1921939434535176,1826,1826.79
1826-11-01,True,11,22.0,65.8,10.3,2.1959673784627873,1826,1826.874
1826-12-01,True,12,19.0,113.6,13.5,3.0971124072525837,1826,1826.9579999999999
1827-01-01,True,1,23.0,57.7,9.7,2.022589816353625,1827,1827.0420000000001
1827-02-01,True,2,25.0,79.0,11.3,2.2600000000000002,1827,1827.1229999999998
1827-03-01,True,3,28.0,96.3,12.4,2.343379732657209,1827,1827.204
1827-04-01,True,4,27.0,76.7,11.1,2.1361959960016152,1827,1827.2879999999998
1827-05-01,True,5,30.0,93.8,12.3,2.2456624857711813,1827,1827.371
1827-06-01,True,6,26.0,94.4,12.3,2.4122284621996637,1827,1827.455
1827-07-01,True,7,31.0,70.4,10.6,1.903816201483814,1827,1827.5379999999998
1827-08-01,True,8,29.0,89.4,12.0,2.2283440581246223,1827,1827.6229999999998
1827-09-01,True,9,30.0,82.6,11.5,2.099603137103137,1827,1827.707
1827-10-01,True,10,27.0,93.5,12.2,2.3478910947044778,1827,1827.79
1827-11-01,True,11,20.0,80.4,11.4,2.54911749434976,1827,1827.874
1827-12-01,True,12,25.0,76.8,11.1,2.2199999999999998,1827,1827.9579999999999
1828-01-01,True,1,18.0,88.0,11.9,2.804856898706639,1828,1828.0420000000001
1828-02-01,True,2,22.0,107.3,13.1,2.7929293842584966,1828,1828.124
1828-03-01,True,3,24.0,108.5,13.2,2.694438717061496,1828,1828.2060000000001
1828-04-01,True,4,29.0,101.9,12.8,2.376900328666264,1828,1828.29
1828-05-01,True,5,27.0,148.6,15.5,2.982976390813066,1828,1828.3729999999998
1828-06-01,True,6,26.0,163.4,16.2,3.177081389238581,1828,1828.4560000000001
1828-07-01,True,7,31.0,90.4,12.0,2.155263624321299,1828,1828.54
1828-08-01,True,8,31.0,127.3,14.3,2.5683558189828815,1828,1828.624
1828-09-01,True,9,30.0,83.9,11.6,2.1178605556866423,1828,1828.7079999999999
1828-10-01,True,10,26.0,91.1,12.1,2.3730052351720268,1828,1828.7910000000002
1828-11-01,True,11,22.0,95.0,12.3,2.622368811174008,1828,1828.874
1828-12-01,True,12,15.0,78.1,11.2,2.8918275651682044,1828,1828.9579999999999
1829-01-01,True,1,14.0,71.6,10.7,2.859695288462941,1829,1829.0420000000001
1829-02-01,True,2,20.0,82.3,11.5,2.571478174124758,1829,1829.1229999999998
1829-03-01,True,3,26.0,120.6,13.9,2.726014278420758,1829,1829.204
1829-04-01,True,4,29.0,158.4,15.9,2.952555877015125,1829,1829.2879999999998
1829-05-01,True,5,29.0,112.3,13.4,2.4883175315724952,1829,1829.371
1829-06-01,True,6,28.0,123.2,14.1,2.6646495347150516,1829,1829.455
1829-07-01,True,7,28.0,151.5,15.6,2.948122889471972,1829,1829.5379999999998
1829-08-01,True,8,27.0,129.3,14.4,2.7712812921102037,1829,1829.6229999999998
1829-09-01,True,9,26.0,88.0,11.9,2.3337820081443903,1829,1829.707
1829-10-01,True,10,23.0,95.3,12.4,2.5855787343077274,1829,1829.79
1829-11-01,True,11,19.0,112.7,13.4,3.0741708338655274,1829,1829.874
1829-12-01,True,12,22.0,94.1,12.3,2.622368811174008,1829,1829.9579999999999
1830-01-01,True,1,17.0,87.0,11.8,2.861920375428729,1830,1830.0420000000001
1830-02-01,True,2,18.0,120.1,13.9,3.2762614194976707,1830,1830.1229999999998
1830-03-01,True,3,20.0,141.0,15.1,3.3764626460246823,1830,1830.204
1830-04-01,True,4,26.0,177.3,16.9,3.31436268383531,1830,1830.2879999999998
1830-05-01,True,5,28.0,110.5,13.3,2.513463745511361,1830,1830.371
1830-06-01,True,6,27.0,108.4,13.2,2.5403411844343533,1830,1830.455
1830-07-01,True,7,26.0,73.2,10.8,2.118054259492388,1830,1830.5379999999998
1830-08-01,True,8,25.0,84.6,11.7,2.34,1830,1830.6229999999998
1830-09-01,True,9,24.0,103.4,12.9,2.633201473491917,1830,1830.707
1830-10-01,True,10,25.0,140.6,15.0,3.0,1830,1830.79
1830-11-01,True,11,19.0,135.4,14.7,3.3724112878972576,1830,1830.874
1830-12-01,True,12,13.0,136.8,14.8,4.104781452066696,1830,1830.9579999999999
1831-01-01,True,1,22.0,79.0,11.3,2.4091680948183978,1831,1831.0420000000001
1831-02-01,True,2,21.0,83.6,11.6,2.5313275267375115,1831,1831.1229999999998
1831-03-01,True,3,25.0,155.8,15.8,3.16,1831,1831.204
1831-04-01,True,4,27.0,90.9,12.1,2.3286460857314903,1831,1831.2879999999998
1831-05-01,True,5,31.0,63.4,10.1,1.8140135504704267,1831,1831.371
1831-06-01,True,6,27.0,55.6,9.4,1.8090308434608273,1831,1831.455
1831-07-01,True,7,29.0,75.4,11.0,2.0426487199475707,1831,1831.5379999999998
1831-08-01,True,8,28.0,91.6,12.1,2.2866850617058248,1831,1831.6229999999998
1831-09-01,True,9,22.0,63.2,10.1,2.1533272351916652,1831,1831.707
1831-10-01,True,10,23.0,77.1,11.1,2.31450999603353,1831,1831.79
1831-11-01,True,11,15.0,72.5,10.8,2.7885480092693404,1831,1831.874
1831-12-01,True,12,15.0,48.3,8.8,2.272150229775018,1831,1831.9579999999999
1832-01-01,True,1,11.0,51.5,9.1,2.743753235657649,1832,1832.0420000000001
1832-02-01,True,2,23.0,92.6,12.2,2.543875851496312,1832,1832.124
1832-03-01,True,3,21.0,91.9,12.1,2.640436471855508,1832,1832.2060000000001
1832-04-01,True,4,27.0,44.8,8.5,1.6358257627039396,1832,1832.29
1832-05-01,True,5,28.0,68.9,10.5,1.9843134832984428,1832,1832.3729999999998
1832-06-01,True,6,22.0,44.5,8.4,1.7908860173871277,1832,1832.4560000000001
1832-07-01,True,7,25.0,23.3,6.2,1.24,1832,1832.54
1832-08-01,True,8,31.0,14.8,5.1,0.915987040336552,1832,1832.624
1832-09-01,True,9,29.0,13.7,4.9,0.9099071570675542,1832,1832.7079999999999
1832-10-01,True,10,25.0,35.2,7.5,1.5,1832,1832.7910000000002
1832-11-01,True,11,18.0,23.8,6.2,1.4613540144521984,1832,1832.874
1832-12-01,True,12,17.0,45.8,8.6,2.0858063753124636,1832,1832.9579999999999
1833-01-01,True,1,22.0,18.7,5.7,1.2152440832269795,1833,1833.0420000000001
1833-02-01,True,2,21.0,24.9,6.5,1.4184162865339505,1833,1833.1229999999998
1833-03-01,True,3,19.0,19.6,5.8,1.330611256449258,1833,1833.204
1833-04-01,True,4,27.0,4.6,3.3,0.6350852961085883,1833,1833.2879999999998
1833-05-01,True,5,28.0,21.5,6.0,1.1338934190276817,1833,1833.371
1833-06-01,True,6,30.0,1.7,2.5,0.45643546458763845,1833,1833.455
1833-07-01,True,7,27.0,11.6,4.6,0.8852704127574261,1833,1833.5379999999998
1833-08-01,True,8,30.0,9.5,4.2,0.7668115805072326,1833,1833.6229999999998
1833-09-01,True,9,16.0,19.3,5.8,1.45,1833,1833.707
1833-10-01,True,10,29.0,12.5,4.7,0.8727680894321438,1833,1833.79
1833-11-01,True,11,24.0,9.8,4.2,0.8573214099741124,1833,1833.874
1833-12-01,True,12,19.0,16.6,5.3,1.2159033895139773,1833,1833.9579999999999
1834-01-01,True,1,11.0,8.2,4.0,1.2060453783110545,1834,1834.0420000000001
1834-02-01,True,2,20.0,30.1,7.0,1.5652475842498528,1834,1834.1229999999998
1834-03-01,True,3,24.0,6.5,3.7,0.7552593373581467,1834,1834.204
1834-04-01,True,4,25.0,2.4,2.7,0.54,1834,1834.2879999999998
1834-05-01,True,5,30.0,14.8,5.0,0.9128709291752769,1834,1834.371
1834-06-01,True,6,28.0,13.1,4.8,0.9071147352221453,1834,1834.455
1834-07-01,True,7,22.0,14.4,5.0,1.0660035817780522,1834,1834.5379999999998
1834-08-01,True,8,29.0,6.6,3.7,0.6870727512550919,1834,1834.6229999999998
1834-09-01,True,9,21.0,19.2,5.6,1.2220201853215573,1834,1834.707
1834-10-01,True,10,20.0,41.3,8.2,1.8335757415498273,1834,1834.79
1834-11-01,True,11,15.0,50.9,9.1,2.349609896699166,1834,1834.874
1834-12-01,True,12,15.0,57.5,9.6,2.478709341572747,1834,1834.9579999999999
1835-01-01,True,1,22.0,12.4,4.7,1.002043366871369,1835,1835.0420000000001
1835-02-01,True,2,15.0,40.7,8.1,2.091411006952005,1835,1835.1229999999998
1835-03-01,True,3,18.0,32.7,7.3,1.7206265008872657,1835,1835.204
1835-04-01,True,4,14.0,102.4,12.8,3.420943896479032,1835,1835.2879999999998
1835-05-01,True,5,22.0,72.6,10.8,2.3025677366405928,1835,1835.371
1835-06-01,True,6,17.0,55.2,9.4,2.27983487534153,1835,1835.455
1835-07-01,True,7,13.0,99.6,12.7,3.522346246030205,1835,1835.5379999999998
1835-08-01,True,8,2.0,98.5,12.6,8.909545442950497,1835,1835.6229999999998
1835-09-01,True,9,11.0,168.0,16.4,4.944786051075323,1835,1835.707
1835-10-01,True,10,16.0,158.6,16.0,4.0,1835,1835.79
1835-11-01,True,11,15.0,166.7,16.4,4.234461791853442,1835,1835.874
1835-12-01,True,12,8.0,129.3,14.4,5.091168824543142,1835,1835.9579999999999
1836-01-01,True,1,17.0,147.6,15.4,3.7350486255595277,1836,1836.0420000000001
1836-02-01,True,2,14.0,179.4,17.0,4.543441112511214,1836,1836.124
1836-03-01,True,3,12.0,163.7,16.2,4.676537180435969,1836,1836.2060000000001
1836-04-01,True,4,16.0,238.0,19.6,4.9,1836,1836.29
1836-05-01,True,5,23.0,185.7,17.3,3.6072993631873937,1836,1836.3729999999998
1836-06-01,True,6,15.0,207.9,18.3,4.7250396823730485,1836,1836.4560000000001
1836-07-01,True,7,15.0,194.6,17.7,4.5701203485247515,1836,1836.54
1836-08-01,True,8,16.0,179.6,17.0,4.25,1836,1836.624
1836-09-01,True,9,12.0,158.5,16.0,4.618802153517007,1836,1836.7079999999999
1836-10-01,True,10,11.0,228.9,19.2,5.789017815893061,1836,1836.7910000000002
1836-11-01,True,11,11.0,201.5,18.0,5.4272042023997455,1836,1836.874
1836-12-01,True,12,4.0,343.8,23.5,11.75,1836,1836.9579999999999
1837-01-01,True,1,10.0,313.4,22.4,7.083501958777169,1837,1837.0420000000001
1837-02-01,True,2,13.0,292.6,21.7,6.018497129043736,1837,1837.1229999999998
1837-03-01,True,3,12.0,224.3,19.0,5.484827557301445,1837,1837.204
1837-04-01,True,4,10.0,230.3,19.2,6.071573107523288,1837,1837.2879999999998
1837-05-01,True,5,15.0,186.1,17.3,4.466840792625887,1837,1837.371
1837-06-01,True,6,18.0,263.4,20.6,4.855466564147627,1837,1837.455
1837-07-01,True,7,9.0,271.2,20.9,6.966666666666666,1837,1837.5379999999998
1837-08-01,True,8,11.0,223.5,18.9,5.698564412519732,1837,1837.6229999999998
1837-09-01,True,9,19.0,160.4,16.1,3.6935933153160443,1837,1837.707
1837-10-01,True,10,18.0,206.2,18.2,4.289781139198388,1837,1837.79
1837-11-01,True,11,7.0,178.4,16.9,6.387599593855939,1837,1837.874
1837-12-01,True,12,8.0,216.1,18.6,6.576093065034892,1837,1837.9579999999999
1838-01-01,True,1,11.0,241.5,19.7,5.9397734881819435,1838,1838.0420000000001
1838-02-01,True,2,18.0,141.3,15.1,3.5591041319722896,1838,1838.1229999999998
1838-03-01,True,3,12.0,234.5,19.4,5.60029761113937,1838,1838.204
1838-04-01,True,4,16.0,211.1,18.4,4.6,1838,1838.2879999999998
1838-05-01,True,5,20.0,229.4,19.2,4.293250516799596,1838,1838.371
1838-06-01,True,6,19.0,157.6,15.9,3.647710168541932,1838,1838.455
1838-07-01,True,7,21.0,180.4,17.0,3.709704134011871,1838,1838.5379999999998
1838-08-01,True,8,15.0,131.3,14.5,3.7438839013338363,1838,1838.6229999999998
1838-09-01,True,9,23.0,122.7,14.0,2.919201796799047,1838,1838.707
1838-10-01,True,10,16.0,151.5,15.6,3.9,1838,1838.79
1838-11-01,True,11,16.0,129.2,14.4,3.6,1838,1838.874
1838-12-01,True,12,14.0,132.9,14.6,3.902014131921396,1838,1838.9579999999999
1839-01-01,True,1,15.0,175.9,16.8,4.337741347752307,1839,1839.0420000000001
1839-02-01,True,2,12.0,170.8,16.6,4.792007234273894,1839,1839.1229999999998
1839-03-01,True,3,15.0,129.5,14.4,3.71806401235912,1839,1839.204
1839-04-01,True,4,14.0,102.9,12.9,3.447670020670275,1839,1839.2879999999998
1839-05-01,True,5,22.0,89.6,12.0,2.5584085962673253,1839,1839.371
1839-06-01,True,6,20.0,91.2,12.1,2.7056422527747452,1839,1839.455
1839-07-01,True,7,25.0,141.3,15.1,3.02,1839,1839.5379999999998
1839-08-01,True,8,17.0,218.8,18.7,4.535416188179426,1839,1839.6229999999998
1839-09-01,True,9,18.0,221.1,18.8,4.4312024954356986,1839,1839.707
1839-10-01,True,10,16.0,151.5,15.6,3.9,1839,1839.79
1839-11-01,True,11,11.0,114.7,13.6,4.1005542862575854,1839,1839.874
1839-12-01,True,12,9.0,106.2,13.1,4.366666666666666,1839,1839.9579999999999
1840-01-01,True,1,18.0,135.4,14.7,3.464823227814083,1840,1840.0420000000001
1840-02-01,True,2,14.0,146.1,15.3,4.089097001260093,1840,1840.124
1840-03-01,True,3,18.0,112.9,13.5,3.1819805153394642,1840,1840.2060000000001
1840-04-01,True,4,21.0,109.8,13.3,2.902297940138699,1840,1840.29
1840-05-01,True,5,22.0,115.4,13.6,2.8995297424363016,1840,1840.3729999999998
1840-06-01,True,6,27.0,80.9,11.4,2.193931022920578,1840,1840.4560000000001
1840-07-01,True,7,23.0,101.0,12.7,2.6481330585248495,1840,1840.54
1840-08-01,True,8,24.0,96.4,12.4,2.531139400875951,1840,1840.624
1840-09-01,True,9,20.0,123.3,14.1,3.152855848274703,1840,1840.7079999999999
1840-10-01,True,10,19.0,91.7,12.1,2.775930379833797,1840,1840.7910000000002
1840-11-01,True,11,20.0,90.4,12.0,2.6832815729997477,1840,1840.874
1840-12-01,True,12,22.0,89.5,12.0,2.5584085962673253,1840,1840.9579999999999
1841-01-01,True,1,15.0,40.1,8.1,2.091411006952005,1841,1841.0420000000001
1841-02-01,True,2,20.0,49.9,8.9,1.9901004999748129,1841,1841.1229999999998
1841-03-01,True,3,22.0,49.6,8.9,1.897486375564933,1841,1841.204
1841-04-01,True,4,28.0,66.9,10.4,1.9654152596479815,1841,1841.2879999999998
1841-05-01,True,5,27.0,112.4,13.5,2.598076211353316,1841,1841.371
1841-06-01,True,6,24.0,92.8,12.2,2.4903145718295643,1841,1841.455
1841-07-01,True,7,27.0,51.4,9.1,1.7512958165418646,1841,1841.5379999999998
1841-08-01,True,8,28.0,65.4,10.3,1.9465170359975204,1841,1841.6229999999998
1841-09-01,True,9,28.0,60.9,9.9,1.8709241413956748,1841,1841.707
1841-10-01,True,10,19.0,47.4,8.7,1.995916884673887,1841,1841.79
1841-11-01,True,11,20.0,32.9,7.3,1.6323296235748463,1841,1841.874
1841-12-01,True,12,19.0,64.8,10.2,2.3400404854797294,1841,1841.9579999999999
1842-01-01,True,1,20.0,34.0,7.5,1.6770509831248421,1842,1842.0420000000001
1842-02-01,True,2,22.0,36.8,7.8,1.6629655875737612,1842,1842.1229999999998
1842-03-01,True,3,25.0,36.2,7.7,1.54,1842,1842.204
1842-04-01,True,4,30.0,44.9,8.5,1.5518805795979707,1842,1842.2879999999998
1842-05-01,True,5,31.0,41.4,8.2,1.472763476619554,1842,1842.371
1842-06-01,True,6,30.0,34.2,7.4,1.3510489751794097,1842,1842.455
1842-07-01,True,7,31.0,21.0,6.0,1.0776318121606494,1842,1842.5379999999998
1842-08-01,True,8,31.0,44.4,8.5,1.5266450672275869,1842,1842.6229999999998
1842-09-01,True,9,28.0,30.6,7.1,1.3417738791827565,1842,1842.707
1842-10-01,True,10,23.0,63.5,10.1,2.105995581976455,1842,1842.79
1842-11-01,True,11,25.0,67.5,10.4,2.08,1842,1842.874
1842-12-01,True,12,15.0,29.3,6.9,1.7815723392554117,1842,1842.9579999999999
1843-01-01,True,1,22.0,22.2,6.1,1.3005243697692235,1843,1843.0420000000001
1843-02-01,True,2,14.0,5.9,3.5,0.9354143466934853,1843,1843.1229999999998
1843-03-01,True,3,29.0,13.9,5.0,0.9284766908852594,1843,1843.204
1843-04-01,True,4,29.0,15.8,5.2,0.9656157585206697,1843,1843.2879999999998
1843-05-01,True,5,30.0,35.1,7.6,1.3875638123464207,1843,1843.371
1843-06-01,True,6,30.0,17.6,5.4,0.9859006035092991,1843,1843.455
1843-07-01,True,7,31.0,15.9,5.2,0.9339475705392296,1843,1843.5379999999998
1843-08-01,True,8,31.0,19.6,5.8,1.0417107517552944,1843,1843.6229999999998
1843-09-01,True,9,30.0,6.9,3.7,0.6755244875897048,1843,1843.707
1843-10-01,True,10,31.0,8.9,4.1,0.736381738309777,1843,1843.79
1843-11-01,True,11,27.0,31.7,7.2,1.3856406460551018,1843,1843.874
1843-12-01,True,12,16.0,21.2,6.0,1.5,1843,1843.9579999999999
1844-01-01,True,1,24.0,15.7,5.2,1.061445555206044,1844,1844.0420000000001
1844-02-01,True,2,22.0,24.5,6.4,1.3644845846759068,1844,1844.124
1844-03-01,True,3,21.0,22.5,6.1,1.3311291304395536,1844,1844.2060000000001
1844-04-01,True,4,28.0,34.6,7.5,1.417366773784602,1844,1844.29
1844-05-01,True,5,25.0,19.2,5.7,1.1400000000000001,1844,1844.3729999999998
1844-06-01,True,6,29.0,6.2,3.6,0.6685032174373867,1844,1844.4560000000001
1844-07-01,True,7,29.0,35.2,7.6,1.4112845701455943,1844,1844.54
1844-08-01,True,8,28.0,39.7,8.1,1.5307561156873701,1844,1844.624
1844-09-01,True,9,27.0,11.6,4.7,0.9045154217304137,1844,1844.7079999999999
1844-10-01,True,10,25.0,35.9,7.7,1.54,1844,1844.7910000000002
1844-11-01,True,11,16.0,17.9,5.6,1.4,1844,1844.874
1844-12-01,True,12,20.0,36.0,7.6,1.69941166289984,1844,1844.9579999999999
1845-01-01,True,1,17.0,42.8,8.3,2.0130456878015637,1845,1845.0420000000001
1845-02-01,True,2,17.0,72.8,10.8,2.6193847503923964,1845,1845.1229999999998
1845-03-01,True,3,22.0,72.1,10.8,2.3025677366405928,1845,1845.204
1845-04-01,True,4,25.0,95.0,12.3,2.46,1845,1845.2879999999998
1845-05-01,True,5,27.0,79.7,11.3,2.1746860139475905,1845,1845.371
1845-06-01,True,6,25.0,51.8,9.2,1.8399999999999999,1845,1845.455
1845-07-01,True,7,24.0,51.0,9.1,1.8575297216105768,1845,1845.5379999999998
1845-08-01,True,8,27.0,53.9,9.3,1.78978583448784,1845,1845.6229999999998
1845-09-01,True,9,26.0,49.3,9.0,1.7650452162436565,1845,1845.707
1845-10-01,True,10,19.0,67.8,10.4,2.385923632253842,1845,1845.79
1845-11-01,True,11,23.0,65.7,10.3,2.1476984647878705,1845,1845.874
1845-12-01,True,12,13.0,99.5,12.6,3.4946112362189434,1845,1845.9579999999999
1846-01-01,True,1,19.0,64.6,10.2,2.3400404854797294,1846,1846.0420000000001
1846-02-01,True,2,21.0,84.9,11.7,2.553149315761111,1846,1846.1229999999998
1846-03-01,True,3,22.0,106.5,13.1,2.7929293842584966,1846,1846.204
1846-04-01,True,4,19.0,115.5,13.6,3.1200539806396397,1846,1846.2879999999998
1846-05-01,True,5,21.0,99.9,12.7,2.771367205997103,1846,1846.371
1846-06-01,True,6,28.0,108.4,13.2,2.4945655218608995,1846,1846.455
1846-07-01,True,7,26.0,77.5,11.1,2.1768891000338426,1846,1846.5379999999998
1846-08-01,True,8,26.0,91.3,12.1,2.3730052351720268,1846,1846.6229999999998
1846-09-01,True,9,23.0,178.6,16.9,3.5238935975645633,1846,1846.707
1846-10-01,True,10,16.0,93.4,12.2,3.05,1846,1846.79
1846-11-01,True,11,16.0,100.6,12.7,3.175,1846,1846.874
1846-12-01,True,12,10.0,109.1,13.2,4.17420651142226,1846,1846.9579999999999
1847-01-01,True,1,11.0,104.4,12.9,3.889496345053151,1847,1847.0420000000001
1847-02-01,True,2,10.0,74.9,10.9,3.446882649583533,1847,1847.1229999999998
1847-03-01,True,3,19.0,143.0,15.1,3.4641775814454823,1847,1847.204
1847-04-01,True,4,20.0,74.6,10.9,2.4373140954747705,1847,1847.2879999999998
1847-05-01,True,5,26.0,125.7,14.2,2.7848491189622133,1847,1847.371
1847-06-01,True,6,25.0,142.2,15.1,3.02,1847,1847.455
1847-07-01,True,7,25.0,87.1,11.8,2.3600000000000003,1847,1847.5379999999998
1847-08-01,True,8,28.0,234.3,19.4,3.6662553881895037,1847,1847.6229999999998
1847-09-01,True,9,15.0,268.2,20.7,5.344717017766235,1847,1847.707
1847-10-01,True,10,19.0,300.6,22.0,5.047146145152358,1847,1847.79
1847-11-01,True,11,20.0,231.5,19.3,4.3156111965745945,1847,1847.874
1847-12-01,True,12,14.0,182.6,17.1,4.570167236702457,1847,1847.9579999999999
1848-01-01,True,1,14.0,265.2,20.6,5.5055815833959425,1848,1848.0420000000001
1848-02-01,True,2,13.0,186.4,17.3,4.798156697348232,1848,1848.124
1848-03-01,True,3,17.0,181.2,17.1,4.147359188121294,1848,1848.2060000000001
1848-04-01,True,4,18.0,178.6,16.9,3.9833682006842177,1848,1848.29
1848-05-01,True,5,27.0,170.5,16.5,3.1754264805429417,1848,1848.3729999999998
1848-06-01,True,6,24.0,214.9,18.6,3.7967091013139265,1848,1848.4560000000001
1848-07-01,True,7,27.0,232.0,19.3,3.7142867317865926,1848,1848.54
1848-08-01,True,8,21.0,220.9,18.8,4.102496336436657,1848,1848.624
1848-09-01,True,9,20.0,167.3,16.4,3.6671514830996546,1848,1848.7079999999999
1848-10-01,True,10,13.0,220.6,18.8,5.214181844517154,1848,1848.7910000000002
1848-11-01,True,11,16.0,191.0,17.5,4.375,1848,1848.874
1848-12-01,True,12,24.0,265.8,20.7,4.225369806300982,1848,1848.9579999999999
